Record Length,2.500000e+03,,   0.000000000000,  -0.10240,
Sample Interval,2.000000e-03,,   0.002000000000,  -0.10240,
Trigger Point,-0.000000000000e+00,,   0.004000000000,  -0.10240,
,,,   0.006000000000,  -0.10240,
,,,   0.008000000000,  -0.10240,
,,,   0.010000000000,  -0.10240,
Source,CH1,,   0.012000000000,  -0.10240,
Vertical Units,V,,   0.014000000000,  -0.10240,
Vertical Scale,2.000000e-02,,   0.016000000000,  -0.10240,
Vertical Offset,0.000000e+00,,   0.018000000000,   0.03600,
Horizontal Units,s,,   0.020000000000,   0.02240,
Horizontal Scale,5.000000e-01,,   0.022000000000,   0.00800,
Pt Fmt,Y,,   0.024000000000,  -0.00800,
Yzero,0.000000e+00,,   0.026000000000,  -0.02320,
Probe Atten,1.000000e+00,,   0.028000000000,  -0.03920,
Model Number,TBS1052B-EDU,,   0.030000000000,  -0.05280,
Serial Number,C016163,,   0.032000000000,  -0.06480,
Firmware Version,FV:v4.0,,   0.034000000000,  -0.07360,
,,,0.036000000000,  -0.07920,
,,,0.038000000000,  -0.08320,
,,,0.040000000000,  -0.08240,
,,,0.042000000000,  -0.07920,
,,,0.044000000000,  -0.07280,
,,,0.046000000000,  -0.06480,
,,,0.048000000000,  -0.05440,
,,,0.050000000000,  -0.04400,
,,,0.052000000000,  -0.03040,
,,,0.054000000000,  -0.01840,
,,,0.056000000000,  -0.00640,
,,,0.058000000000,   0.00640,
,,,0.060000000000,   0.01840,
,,,0.062000000000,   0.03040,
,,,0.064000000000,   0.04000,
,,,0.066000000000,   0.05120,
,,,0.068000000000,   0.05840,
,,,0.070000000000,   0.06400,
,,,0.072000000000,   0.06960,
,,,0.074000000000,   0.07200,
,,,0.076000000000,   0.07280,
,,,0.078000000000,   0.07200,
,,,0.080000000000,   0.07040,
,,,0.082000000000,   0.06480,
,,,0.084000000000,   0.05840,
,,,0.086000000000,   0.04800,
,,,0.088000000000,   0.03760,
,,,0.090000000000,   0.02320,
,,,0.092000000000,   0.00720,
,,,0.094000000000,  -0.00800,
,,,0.096000000000,  -0.02400,
,,,0.098000000000,  -0.03920,
,,,0.100000000000,  -0.05040,
,,,0.102000000000,  -0.06320,
,,,0.104000000000,  -0.07120,
,,,0.106000000000,  -0.07600,
,,,0.108000000000,  -0.07840,
,,,0.110000000000,  -0.07840,
,,,0.112000000000,  -0.07680,
,,,0.114000000000,  -0.07120,
,,,0.116000000000,  -0.06400,
,,,0.118000000000,  -0.05360,
,,,0.120000000000,  -0.04160,
,,,0.122000000000,  -0.03040,
,,,0.124000000000,  -0.01680,
